"C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\jbr\bin\java.exe" "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\lib\idea_rt.jar=60134:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\maxem\Documents\HeroArts\out\production\WebChecker linkChecker.LinkCheckerLimited

Time elapsed: 300.80374065636664 minutes.
Finished: 7/29/2019 at 10:55 PM

Searched 59,120 links recursively, starting from https://heroarts.com.

-----------------------------------------------------------------------------------------------------------------

ERR | https://blog.heroarts.com/ | PARENT:https://heroarts.com | ELEMENT: Blog
ERR | https://www.averyelle.com | PARENT:https://heroarts.com/pages/the-stamping-village | ELEMENT: Avery elle
404 | https://heroarts.com/products/my-monthly-hero-kit-january-2019 | PARENT:https://heroarts.com/blogs/hero-arts-blog/january-2019-my-monthly-hero#comments | ELEMENT: IMAGE: http://cdn.shopify.com/s/files/1/1420/5382/files/MH0119_600.jpg?v=1546860776
404 | https://heroarts.com/products/wb1033-get-them-all-january | PARENT:https://heroarts.com/blogs/hero-arts-blog/january-2019-my-monthly-hero#comments | ELEMENT: Get Them All
404 | https://heroarts.com/collections/mmh-january-2019/products/my-monthly-hero-kit-january-2019 | PARENT:https://heroarts.com/blogs/hero-arts-blog/awesome-add-ons-january-edition-1#comments | ELEMENT: January 
404 | https://heroarts.com/products/ps610-snow-layering-papers-10 | PARENT:https://heroarts.com/blogs/hero-arts-blog/awesome-add-ons-january-edition-1#comments | ELEMENT: Snow Layering Paper
404 | https://heroarts.com/products/ps566-snow-folded-cards-10 | PARENT:https://heroarts.com/blogs/hero-arts-blog/may-countdown-2 | ELEMENT: white card base
404 | https://heroarts.com/products/ps688-black-folded-cards-10 | PARENT:https://heroarts.com/blogs/hero-arts-blog/may-my-monthly-hero-countdown-idea-4-giveaway-2 | ELEMENT: folded black note card.
404 | https://heroarts.com/products/ps623-sea-mix-layering-papers-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/december-my-monthly-hero-countdown-idea-2-giveaway-1 | ELEMENT: Sea layering paper
404 | https://heroarts.com/products/di446-snowflake-tag-fancy-die-c | PARENT:https://heroarts.com/blogs/hero-arts-blog/filigree-christmas#comments | ELEMENT: Snowflake Tag Fancy Die
404 | https://heroarts.com/products/ps697-midnight-mixed-layering-paper-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/december-my-monthly-hero-countdown-idea-4-and-giveaway#comments | ELEMENT: Midnight Mix layering papers
404 | https://heroarts.com/collections/december-2017/products/my-monthly-hero-kit-december-1 | PARENT:https://heroarts.com/blogs/hero-arts-blog/awesome-add-ons-december-edition-1 | ELEMENT: December kit
404 | https://heroarts.com/products/ps640-pool-mix-layering-papers-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/awesome-add-ons-december-edition-1 | ELEMENT: Pool mixed layering papers (the darkest hue)
404 | https://heroarts.com/collections/all/products/shimmer-paper-assortment | PARENT:https://heroarts.com/blogs/hero-arts-blog/awesome-add-ons-december-edition-1 | ELEMENT: gold shimmery card stock.
404 | https://heroarts.com/products/ch117-clear-gemstones | PARENT:https://heroarts.com/blogs/hero-arts-blog/coloring-henna-patterns-on-kraft | ELEMENT: clear gems
404 | https://heroarts.com/products/wb1018-get-them-all-december-add-ons | PARENT:https://heroarts.com/blogs/hero-arts-blog/december-my-monthly-hero-is-here-giveaway | ELEMENT: here
404 | https://heroarts.com/products/tcw9005-white-modeling-paste-8-oz-jar | PARENT:https://heroarts.com/blogs/hero-arts-blog/december-my-monthly-hero-is-here-giveaway | ELEMENT: The Crafter's Workshop Modeling Paste
404 | https://heroarts.com/collections/gems-and-pearls/products/ch216-sunshine-mixed-accents-60-counts | PARENT:https://heroarts.com/blogs/hero-arts-blog/december-my-monthly-hero-is-here-giveaway | ELEMENT: gems
404 | https://heroarts.com/collections/layering-paper/products/ps640-pool-mix-layering-papers-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-3-giveaway-2 | ELEMENT: Pool layering paper
404 | https://heroarts.com/products/ps639-pool-mix-folded-cards-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/june-my-monthly-hero-countdown-idea-6-giveaway-3 | ELEMENT: Pool folded card
404 | https://heroarts.com/collections/layering-paper/products/ps610-snow-layering-papers-10 | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-2-giveaway-2 | ELEMENT: Snow
404 | https://heroarts.com/products/ps621-sunshine-mix-layering-papers-12 | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-2-giveaway-2 | ELEMENT: Sunshine Mix Layering Papers
404 | http://blog.heroarts.com/july-my-monthly-hero-countdown-idea-2-giveaway-2/17-06-25-mmh-cd-1/ | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-2-giveaway/ | ELEMENT: IMAGE: http://lass=
404 | http://blog.heroarts.com/july-my-monthly-hero-countdown-idea-2-giveaway-2/17-06-25-mmh-cd-2/ | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-2-giveaway/ | ELEMENT: IMAGE: http://lass=
404 | https://heroarts.com/collections/folded-cards/products/ps566-snow-folded-cards-10 | PARENT:https://heroarts.com/blogs/hero-arts-blog/july-my-monthly-hero-countdown-idea-2-giveaway/ | ELEMENT: Snow folded card
